SYMBOL,logFC,pVal,pAdj,sdSF,sdGC
ZFP40,0.869044499107181,0.051561628432885,0.25157382872349,40.72936,24.3408
AKAP8L,-0.175160863,0.353473973746828,0.672459539119574,65.51997,71.34067
PDCD2L,-0.899247592,0.00908942209196313,0.0846866209407739,38.9464,26.25707
GTF2F1,-0.59719844,0.0496407370300165,0.245767338296257,42.25857,61.88467
CLPP,0.162471015364838,0.488079533025575,0.769495644807314,100.883,61.42808
ALKBH7,0.412181312594072,0.141664290433823,0.436449782629353,77.76295,52.65356
DENND1C,0.663438690918507,0.00634699747401815,0.0663827250839694,85.29079,41.35695
MED6,-0.006164276,0.982676291648212,0.995047477996824,40.80324,20.20957
PRKD1,1.24821881301243,0.27843491490912,0.60125600251128,21.813285,6.568612
LCP2,-0.138823332,0.51473828385252,0.786318680738808,144.8758,159.8905
CSE1L,-0.333341755,0.221648484567109,0.540491244293449,53.69254,71.59025
NAA20,0.00632103392475772,0.977862253825386,0.993556056672852,85.68706,58.67732
PRKRA,0.822128554411162,0.0806172522183372,0.322736977239199,17.68863,18.10663
FKBP7,0.686220854372911,0.0872565884789748,0.337827993525052,29.87361,16.95281
PLEKHA3,0.408510619541569,0.253860700827886,0.576418076055084,52.54808,25.66409
YKT6,-0.51618884,0.0189882747444861,0.136188464349253,44.88173,36.35837
BAZ1B,-0.059842716,0.744242129873085,0.902392862032284,159.5971,148.989
PEX6,0.335965444056691,0.104802219385503,0.374461056348429,40.79252,27.18511
MRPL2,0.0869646750830259,0.734103672029422,0.898852392278015,103.1062,35.5716
MEA1,-0.114514718,0.616539959069505,0.841544739513523,89.807,95.80666
GNMT,2.68562947218778,0.129381257367155,0.416815297653815,9.2455,3.009304
KDELR1,0.141141113101345,0.575287625141823,0.819663149226092,116.55925,46.10239
TMEM143,-0.546474126,0.282294686576186,0.605215430761601,20.98537,59.18895
GGCT,0.417804598949388,0.36084281685157,0.678155801637863,28.846148,9.534169
JAG2,0.558549526967574,0.0647863909789478,0.286057677258146,24.82065,23.31517
BTBD6,0.362832111834733,0.490017095023176,0.771230162522906,25.18934,11.97649
NUDT14,0.0932717509354413,0.761670732127527,0.910272395459941,69.25339,31.53811
FLII,-0.632127452,0.0589528219788832,0.27219827004523,90.41471,131.26785
TOP3A,1.27687194060828,0.00080764277111451,0.0148418578255163,58.42977,11.64218
ATG4D,0.255345710492582,0.320912343524637,0.644417668662979,68.54222,34.20867
QTRT1,-0.128508178,0.826895726222914,0.936043934411049,40.33689,30.78505
PLIN4,-0.229735813,0.793542883256516,0.923586338517461,38.49023,53.06665
HDGFL2,-0.768114521,0.0650664184990046,0.286808816001947,34.41918,34.92874
CHAF1A,-2.368514342,0.0000000952764898421925,0.00000717184616086157,10.31299,36.0253
ADPRH,-0.712672732,0.00427856984240129,0.0499922149421471,70.62741,130.92953
TMEM39A,-0.137678257,0.654760622519573,0.861001242290857,23.63014,22.57424
TIMMDC1,0.197680375252557,0.571484117249139,0.818046954091257,78.87684,51.09337
PLA1A,-0.060119887,0.918709040558232,0.970091474027678,12.25392,11.44598
MCM2,-0.774136626,0.00188046803676527,0.02785379337357,48.79281,121.18031
TPRA1,-0.036299856,0.869878843695347,0.952468439975831,42.21049,30.91218
NAB1,0.510303088311883,0.00301395547508547,0.038871088034113,62.60393,50.16018
ADGRE5,-0.363706154,0.0238701619513167,0.157864817464536,34.69813,62.10528
IL17RA,0.104332383422504,0.596265755683439,0.831378886083551,122.8311,87.1469
LAMB1,0.5138420281001,0.161768987423166,0.465641306070269,62.77094,36.08686
ARRDC2,0.499493846629978,0.404485763478352,0.711799964812702,11.363511,7.987903
CD36,0.92379916247986,0.104884366583815,0.374498181893452,1011.3971,685.3328
MAP2K7,-0.441374489,0.0560124529316419,0.263517721018845,48.17746,30.89152
TIMM44,0.346751922107833,0.137889535305211,0.42989574955669,87.51504,40.4772
AP2A2,0.417218749435301,0.101004297429999,0.366834675217233,144.2066,86.38519
PNKP,-0.365492978,0.220645754573241,0.539685017235441,40.52898,44.37498
MED25,-0.338878491,0.122296912157244,0.405506724617951,20.56704,36.75139
BCAM,0.123547089018469,0.781232524358052,0.918575971303245,18.14199,23.69016
CLPTM1,0.0253598884995013,0.892098100652216,0.961114374776979,87.20764,138.66859
RELB,0.177488914103925,0.5813764956904,0.822872156303073,29.13204,24.93232
TOMM40,-0.18163593,0.44445768376892,0.740416441406445,116.88358,84.74898
APOE,0.954728694575807,0.000001126122938869,0.0000665347428447995,494.8682,768.1587
APOC2,2.62627850192527,0.0138357934806679,0.111261950963953,20.608787,5.680322
HBP1,0.0952055601146479,0.525536634741874,0.79322938675335,88.53043,60.50455
PRKAR2B,0.623500019305126,0.267031152857671,0.590190112971845,320.7052,219.1549
CDKN1B,-0.034153023,0.836668214219817,0.939819120348639,250.0648,191.2978
KLF4,-0.041217536,0.912372865313945,0.967867504181652,42.90087,55.0998
AP1M1,-0.575602486,0.0114263661009384,0.0982418778983377,41.51858,47.36272
RAB8A,-0.036509916,0.860101348758789,0.948276715279208,138.2833,101.605
HMGN2,-2.186932175,7.57964778007003E-034,1.18674545292557E-030,155.0047,839.6454
FAM32A,-0.142293193,0.363984453949301,0.681198254301244,66.15948,51.04616
ELF3,0.977556910564029,0.288915256463209,0.61203438918204,16.083718,4.344083
STARD3NL,-0.270357344,0.376633190864614,0.691828596701503,56.91222,45.01681
STK11,-0.118411444,0.600979617052443,0.833739501168121,71.29968,64.2478
EFNA2,0.116403008725273,0.916634615356975,0.969115101799626,6.715833,6.364597
ATP5D,0.0386003140347308,0.869742312664029,0.952468439975831,639.8218,458.3175
PPP5C,-0.278208047,0.205418971122491,0.523307001442376,66.79998,15.83191
CDK12,0.117907475131853,0.531363520491254,0.796130013428857,146.23761,78.07531
LIPE,0.482084283389889,0.329972691365491,0.653006643542781,114.54495,85.24314
PAFAH1B2,0.297081599236976,0.311225856532771,0.634665194890009,120.66351,81.91107
TBC1D8,0.670666526507769,0.248297837268006,0.571201768748923,22.69668,12.27018
CNOT11,0.188850564144229,0.518797981287599,0.788602446170477,46.82329,30.09534
SLC2A3,0.894436087746486,0.0837082872036813,0.329480361823381,43.04233,12.47817
FOXJ2,0.606896177553422,0.09051040052966,0.344435474368723,26.55559,16.00374
SRI,-0.132009828,0.412386750144782,0.717017140146237,170.2477,158.6887
DGCR2,-0.135940962,0.692272491930248,0.880684572144421,52.54281,50.2937
IRF3,-0.108700068,0.515266574904834,0.786505789279418,75.67474,39.75581
BCL2L12,-0.485264611,0.122615091899166,0.405788309842578,35.96258,25.11391
ZFP959,0.067104611047784,0.87656098028197,0.955441928517864,18.23884,11.69034
MPND,-0.108611771,0.61658430296688,0.841544739513523,47.26627,43.28215
SH3GL1,-0.085838399,0.641784453950532,0.854613533912865,69.13981,55.4269
EBI3,-0.409628643,0.653022569973698,0.860347894486553,10.430982,5.902137
YJU2,-0.777048873,0.0168254368177921,0.12568504974054,34.87001,29.3701
RANBP2,0.132104536413405,0.619139696100753,0.843051333506118,177.7748,135.3022
EDAR,-0.17498727,0.855894684471094,0.946781339180721,9.521238,24.994168
GRK5,0.866477529817157,0.0505841046490574,0.248118836619766,31.43237,12.135
DVL3,-0.871412387,0.0900669881361399,0.343443456709094,27.1769,19.47335
ABCF3,-0.281260489,0.264311867663233,0.586992959825258,35.93586,45.78775
EIF2B5,-0.627375932,0.0112811389829198,0.0975808714503184,51.20851,33.94248
CYTH2,-0.650354857,0.00732226712105688,0.0730248463409857,27.23296,41.01223
CAR11,0.420569944873445,0.736292229432682,0.89971704578357,18.44995,6.942958
PLAG1,1.02830516272777,0.212010000220591,0.530177379564573,39.13345,26.75711
HCK,0.0605265519677279,0.927920544705324,0.974671405370405,19.08732,12.94548
MRPL4,-0.037721535,0.875781889740516,0.955415067423862,102.15474,80.75408
KEAP1,0.0428388894307465,0.810505222423485,0.93067525853131,49.39616,67.96439
AP1M2,0.891055454310798,0.0185292574944117,0.134249229333644,18.86797,13.44959
GLG1,-0.049231501,0.829559879039719,0.937293542132864,176.6371,301.6389
BTBD2,-0.891150816,0.0451588846969003,0.231972656725514,18.44682,35.17388
CSNK1G2,-0.500111906,0.00652230800985635,0.0677099038300855,58.49767,100.87188
ABHD17A,-0.286145306,0.0716644914538439,0.302602735354055,61.13438,131.71136
MOB3A,-0.073363361,0.756644882375026,0.908522638874636,115.62085,82.83096
CACNB3,0.133297518238933,0.773927763380964,0.916179267447131,18.60173,19.94487
FKBP11,-0.3507943,0.725858189486909,0.896251910629553,18.5676,19.25717
DDX23,-0.190077976,0.368856731423885,0.685444243697763,61.02005,52.572
PLD3,0.0581349278693821,0.780949965134356,0.918543394310691,184.4581,154.9924
GRIK5,2.56501248718646,0.00528149064513372,0.0588744125441901,12.371624,2.354185
CD79A,0.933868812963361,0.0188809857863154,0.135729841348182,73.3725,46.29863
RABAC1,0.483126428625433,0.000929848936981316,0.0165627358433634,162.5527,143.8601
ETV3,0.139678880552702,0.495179157052304,0.775302006196792,48.973,81.07236
PRKCSH,0.0225472245150287,0.899396449889892,0.963735559404344,62.34622,28.62132
ST8SIA6,0.508890485981779,0.23802507371118,0.558902006463099,26.95781,28.65885
FCGRT,1.08136503933724,0.0111425096986421,0.096706360505343,180.6627,130.5027
NOSIP,-0.687843571,0.00846358235943684,0.0801659461595297,90.08434,86.05704
PIH1D1,-0.604899355,0.0621035382581222,0.279894962149516,53.00869,39.33059
RPS11,-0.585703281,0.00000491724777669534,0.000236890302891443,573.2175,778.0527
SUPT5,-0.139422985,0.497194866262382,0.776029444606538,63.18606,43.64298
PAF1,-0.34082161,0.232866162971582,0.554001248946566,23.54837,28.98391
TIMM50,-0.634266239,0.0300576352322226,0.182331415500314,94.20221,107.27374
MED29,-0.390298526,0.148318328506477,0.445968916481014,85.22587,56.62694
BICD1,-0.370325081,0.450619271158786,0.744274859796475,19.55759,48.12249
NCSTN,-0.114042203,0.743406200060918,0.902357614881292,55.61328,43.46064
PEX19,0.0172892985421107,0.959747591998184,0.987433831509763,86.1455,51.41829
INMT,0.368781528431334,0.397742323188352,0.706960434292993,24.21588,28.12239
CYP4F18,0.784667812823253,0.253185501713691,0.576219476024733,23.207829,9.078622
IMPDH1,-0.262526268,0.368326324117493,0.685116776752576,71.35212,76.4674
DUSP3,0.7104352987847,0.153612324416214,0.452860438166088,238.8178,170.31
PRODH,-0.586838914,0.0402064314667664,0.217767204295271,37.11876,29.30048
ESS2,-0.427695485,0.395380337002692,0.705064913035439,40.37014,24.00926
SLC25A1,-0.185188973,0.679403370128086,0.875435648596449,166.3081,190.3575
DGCR6,0.0105641355683793,0.945571415734741,0.982827542689662,86.932,151.7544
DDR1,0.00228371042756863,0.993999281423432,0.99833515615156,15.66278,10.6447
IER3,0.238021935495199,0.650516095752401,0.858997259947317,16.48496,17.32052
KLC4,-0.189376808,0.733165630158219,0.898484955010338,20.2776,10.88061
ERCC1,0.387363676040944,0.258039120326696,0.580959616627641,63.89825,30.66268
AS3MT,0.358670370192474,0.307813219173605,0.631725202857665,40.34878,15.13093
HOMER3,-0.138148581,0.73558202011474,0.899344657889777,34.34391,24.90497
CRTC1,-1.55579059,0.0108917620227789,0.0955677218488006,10.5525,16.55102
RNF215,0.852344150574003,0.0330378408917076,0.193953308901937,25.9257,14.88894
AVEN,0.231617593136984,0.638506370316885,0.853521511067335,25.44563,13.37096
CP,0.672375206879529,0.13433478740323,0.423717542529281,70.58814,39.56602
CROT,0.375478636614733,0.115267266464985,0.393446608031889,82.704,68.24003
RPS6KA1,0.836514979171638,0.034164728672258,0.197897579290249,116.5378,34.6452
SNRNP200,-0.443848665,0.0788810842634991,0.318555877305547,54.77269,108.67881
CIAO1,0.0175546566214573,0.952752195242645,0.985872785732212,45.37408,28.80179
HAS1,-0.644222122,0.557126427235916,0.811289879486531,12.62301,19.95493
TAF6L|GM2518,-1.686028373,0.012725780819688,0.104867131733608,29.87452,28.90155
INSIG2,0.178497929144296,0.39841556218942,0.707255380634892,72.05457,62.44964
KPNA6,0.557621394504003,0.147628639213345,0.445446445203959,61.07619,24.37414
MAN1A,0.348362443868737,0.0660065583373017,0.28891939722872,174.73598,94.52263
ITPKC,0.16765530545913,0.828897081920073,0.937264118471035,12.79722,10.86443
COQ8B,0.401871233091823,0.529539981597377,0.795527234999997,27.92658,15.60466
BRD8,-0.191725259,0.267644510712491,0.591211922153707,134.0228,140.7842
KIF20A,-4.173828059,3.22586872163912E-017,9.9034169754321E-015,3.56814,40.7809
FARSA,-0.195866197,0.489167293401622,0.770512305109577,34.94684,30.33869
GCDH,0.194686427817007,0.570952633949811,0.817877894762324,26.68083,20.15079
MAST2,-0.018341365,0.975729701569642,0.992722070145941,32.44646,17.00763
DNASE2A|GM38426,1.06973760803165,0.000712385768917317,0.0136354816429565,54.85129,15.88953
RAD23A,0.0182683613639527,0.932940001533263,0.977732846064153,66.67506,40.08168
CALR,0.2100796889462,0.21542677781968,0.532681152925257,186.8538,123.8536
SYCE2,-1.93626817,0.0000000000244660994341498,0.00000000345104251207642,20.60804,41.93215
NFAT5,0.532563493974607,0.046098672442871,0.234568382982786,86.98235,84.62011
NOB1,-0.39476975,0.0990984302914948,0.362604375572315,29.91245,23.53192
NQO1,0.205149382209946,0.428234787351594,0.730351387668591,28.67808,29.70128
GYS1,0.480150394924632,0.368406803329199,0.685116776752576,44.6712,22.55658
RUVBL2,-0.465810806,0.0360020428495638,0.204799590651513,33.80993,70.43709
BAX,-0.174524969,0.331378963806419,0.654440014671684,75.28501,150.74595
IL7R,0.673337388634449,0.00436734237754092,0.0507642758761382,84.55369,97.76521
TFAM,-0.072968843,0.813696959704606,0.931815473449732,126.772,79.59286
ZFP81,-0.30911411,0.479249003742329,0.764036417024096,34.22524,53.32339
EFNB3,2.10985470170828,0.0952187436902833,0.354455508787153,12.135195,2.645916
MMD,0.227667286262366,0.512839520923779,0.785220805449989,63.08128,89.68621
HLF,1.08400930668113,0.132860995748667,0.422194447782727,32.00386,13.95472
FAM162A,-0.075128754,0.743685353537161,0.902392862032284,142.5587,155.4582
RPL8,-0.554198981,0.0000759729505700064,0.00246275049083766,463.8608,637.808
SSBP2,0.0757616611458216,0.697382319441345,0.882845051824266,302.2778,189.2161
FANCL,-0.579342638,0.282665530686115,0.605451026711794,18.80137,22.71141
GSTM5,0.174332180688191,0.776955130907513,0.917058913276964,28.10403,53.7492
GSTM7,0.190548707676552,0.854489389020667,0.946078956293378,10.257322,4.824529
STAT3,0.110444022372571,0.530939990024069,0.79595245344761,128.41646,89.04762
STAT5A,-0.24598596,0.237777785725908,0.558740325845796,45.02525,87.15531
CAVIN1,0.386156331942198,0.290491499338442,0.613946991244803,151.694,193.8636
MAP3K11,-0.080918203,0.779459989621079,0.917594365225356,28.99506,27.76847
AKT2,0.117360791610581,0.56192975432516,0.81328657454881,93.75474,47.04882
DNAJA3,0.462674457103408,0.212166576405496,0.530230181449458,191.9337,67.88437
HMOX2,-0.192076259,0.450213982339384,0.743906516040529,134.7763,83.2137
CDIP1,-0.087264183,0.713523000464389,0.891306017095176,77.00259,62.5758
MAP3K20,0.10423279962007,0.722962322959084,0.894603737498647,33.24894,51.12199
CWC15,-0.328848035,0.0465777532849996,0.235627749009124,117.9977,149.1555
DNMT1,-1.584737319,0.00000342280919120425,0.000175133736949951,58.14167,198.80817
PPAN,0.0344979879256713,0.941574726021117,0.981311022120257,12.21008,21.98376
ANGPTL2,0.167312112393916,0.7137884845085,0.891376678722533,32.68758,11.39238
CACNA1E,1.09745155825406,0.0587244152378976,0.271516599552945,47.62843,21.2857
CACNA1B,1.5199106514356,0.133965021328439,0.423270869773817,35.619952,4.614032
TRMT10A,-0.227204264,0.613493332608476,0.84073052251957,43.40264,30.43952
ETV1,1.18602762884004,0.0451379304310069,0.231945551555685,49.15081,25.6339
KIFC2,-0.386822998,0.583852461238256,0.824565222139689,11.06743,10.769
PSAP,0.172561816903249,0.116932725727455,0.396280451669862,143.0112,162.9006
IKBKG,-0.470684815,0.141983889641401,0.43655942099789,25.31161,32.83155
WARS2,-0.068346204,0.928629372543341,0.975026285055003,34.34341,13.92277
ATN1,-0.468557361,0.238286100974199,0.559263301297113,9.006883,15.568263
PHB2,-0.356934783,0.177110618859358,0.485362797545446,152.58824,56.84999
PTPN6,-0.444313981,0.0389302867124036,0.214472730139375,83.04901,67.739
EMG1,-0.19740432,0.0880315852807566,0.339318200576269,156.5823,159.366
LPCAT3,0.0372119082759801,0.892005991654124,0.961114374776979,100.28855,31.32409
ATP6V1F,0.0514525816005138,0.731907428815936,0.898484955010338,276.1515,211.5173
IL12B,-0.331011077,0.737569521516135,0.900632933694957,14.98303,16.19385
CLCN5,-0.099659497,0.824860489172212,0.935654617037552,25.97532,19.63244
CLCN3,0.164861637212367,0.401982002278536,0.710444994883738,155.19618,82.08453
PDE1C,1.39812996953948,0.0184358176561465,0.133757922633126,17.458495,8.562606
UTP20,-0.418673885,0.441938141390009,0.739655273367795,39.117,36.68535
SPIC,1.04950428212718,0.000287667545461507,0.00685541972494797,33.63818,32.00096
CUL3,-0.219794478,0.236445445250436,0.557534086790072,115.84935,72.67394
LARGE1,0.463845225775472,0.526703975508735,0.793807089792921,17.387853,6.869244
DDX56,0.225082626952422,0.594833091495598,0.830803007452861,47.80357,23.4816
TMED4,-0.152151849,0.611886030884479,0.839935085530272,65.41168,45.90823
BID,-0.462134646,0.223467971574788,0.542707930967343,26.06464,26.03802
RALB,0.293807168018093,0.117497624601756,0.397412742736758,51.15929,36.60168
PPP1CC|PPP1CCB,-0.741546706,0.00000236628592245071,0.00012474390130576,89.42455,214.27368
DNAJB11,0.0355156625020598,0.861230317213131,0.948582719856647,72.17506,32.68987
TBCCD1,-0.044065587,0.925474304238017,0.974127810517958,21.07688,12.04456
CLEC11A,-3.343504909,0.000191889101084134,0.0051533578999559,6.119873,19.820824
ZFP324,0.327583679902747,0.579535400651215,0.822422348227688,16.840192,6.235013
GAB2,0.169320498307108,0.811384789194888,0.930898013170873,14.672011,8.483278
CORO1C,-0.581015052,0.0817045591288454,0.325146668117696,24.26757,36.97775
TAX1BP1,-0.390653394,0.00396600130462074,0.0471851690170569,287.5013,329.856
CTSE,-0.823432398,0.324416926239822,0.647261671079608,10.14626,18.04792
NDRG2,1.08583787484873,0.0233631070493001,0.155856909702127,89.07223,26.82573
METTL17,0.455966411694627,0.245937952957429,0.56886549408398,47.76168,28.72309
ARHGEF40,0.726887316717036,0.0290101764056138,0.178636569557069,34.59241,13.78697
PNPLA6,0.816046868474916,0.157556906789673,0.458952277135983,64.80196,37.05457
MCOLN1,0.341994637745626,0.206580604592623,0.524899793266261,30.89245,21.0259
ARHGEF18,0.316865068994559,0.218234240387498,0.536385260399548,52.03013,43.95461
PKN2,0.100286767241271,0.467055822425359,0.756068342815741,249.7837,105.0445
CD33,0.8508648779164,0.308721829684454,0.632677707770877,27.444909,8.638896
ETFB,0.409695321118282,0.384183953959052,0.696847756507014,999.8804,951.6084
NKG7,0.498831688650952,0.0480912868899353,0.241026017553046,53.34992,91.13356
